StudentID,TrialID,EEG_Delta_mean,EEG_Delta_var,EEG_Theta_mean,EEG_Theta_var,EEG_Alpha_mean,EEG_Alpha_var,EEG_Beta_mean,EEG_Beta_var,EEG_Gamma_mean,EEG_Gamma_var,EEG_Theta_Alpha,EEG_Beta_Alpha,GSR_mean,GSR_std,GSR_slope,GSR_peaks,Pupil_mean,Pupil_std,GazeX_std,GazeY_std,TIVA_Engagement_mean,TIVA_Valence_mean,TIVA_Attention_mean,TIVA_Joy_mean,TIVA_Sadness_mean,TIVA_Anger_mean,TIVA_Fear_mean,TIVA_Surprise_mean,TIVA_Neutral_mean,Difficulty_mean,ResponseTime_mean,Label
1,spl1,-1.57985974129772,-0.7206861896584205,-1.21086414585499,-0.891129007532018,-0.7697611928105647,-0.4138074446354901,-0.3475337598213786,-0.48384519201871756,-0.8304018377508913,-0.3159114873557866,-0.8742784177964705,0.21220745853450917,1.370307415176958,8.15213986289059,5.4579862724099675,-0.6650453683539808,0.09870657357008086,0.08355426764119582,-1.721949110422812,0.3163744425844466,-0.6147921253256022,0.23133198511422742,0.3340980829174927,-0.04373588598887102,-0.19352147826663849,-0.4372075613565492,-0.49464863182313035,-0.4885526427211145,0.5780039697154352,0.0,-0.44098763159071397,1
1,spl2,-0.0004203584703789808,0.6454241577065176,-0.2275602861163214,1.197627853067785,-0.011253212340450335,1.4324652666484228,-0.13495288392265709,-0.16906342977406152,-0.3565224855671759,0.7137251443214964,-0.030695505630672984,-0.020794169653058706,1.3530411936913906,1.8653762140432133,-2.597390002369534,-0.6883382435641535,0.20653036729912724,0.13401254219768266,-0.08119631309497831,-0.3904324442290383,-0.6147921253256022,0.23133198511422742,0.2250367377959724,-0.043753762696102004,-0.19354472514003293,-0.4405550875975964,-0.49469668136105877,-0.4903292362140572,0.578617621688729,0.0,-0.6176257842134127,1
1,Item1,0.38186643987438834,1.0543865957665228,0.1695012258057999,1.815856121428049,0.3037288399901791,0.5558142325463368,-0.0026394823793146555,-0.23329993136935145,-0.5116120931944509,-0.032068050623950344,0.1720318872643545,-0.03778206208982551,1.2699450034505086,0.7703407360296363,-1.045556372518774,-0.7698633067997579,0.1746993076819312,0.13124130314979016,0.10806733815671832,0.3808757547252688,-0.6147921253256022,0.23133198511422742,0.04396756546165368,-0.04376174814962097,-0.19409609964097577,-0.42459352242004755,-0.49369290108368963,-0.4887145039960152,0.5778095613910652,0.0,-0.636292040963499,1
1,Item2,0.3851450963068666,0.9575428230649928,0.19487568884194517,0.01567870743633712,0.4817320777702488,0.3024298719656682,-0.2351202800331695,-0.3507845479228855,-0.6292638218136426,-0.2287713272784019,0.05701459898073882,-0.32459013845133916,1.301331665352627,3.466233997460086,-0.23417441442107315,-0.6417524931438081,0.11861555142394072,0.08681769402908288,-1.6374666480613627,-0.5667915780989397,-0.6147921253256022,0.23133198511422742,-0.23564179210597513,-0.04375640864678284,-0.19354126624376508,-0.4377382620722594,-0.49457892509929374,-0.4903332037441748,0.5786260364083277,0.0,-0.1369274683972312,1
1,Item3,0.23527923418964317,-0.22703605148304665,-0.10076930855525103,-0.011436067438100064,0.1547299110481488,0.09257186670130155,-0.2017766595977164,-0.10820556088534021,-0.6735867097605837,-0.1683897955433484,-0.015861806959837875,-0.16951060957510247,1.1381787545129398,1.1985722397414893,-1.55915375675312,0.10361951358171775,-0.187117812618004,-0.12297476130682257,0.39787982779352665,-0.26536170273770715,-0.6147921253256022,0.23133198511422742,-0.38644503046943335,-0.04376511312675056,-0.19352360266235813,-0.43634653222076936,-0.4944572746819662,-0.4903240392893909,0.5786052015306766,0.0,-0.0017521996710558587,1
1,Item4,0.2572475884202889,0.1456056028294479,-0.041790106884583844,0.16106265718342008,0.041610644524120825,0.34970784735580224,-0.2662137541041148,-0.19493561219142316,-0.6396442746200776,-0.2819008103505192,0.15485229563105019,-0.1874658436164098,1.1985208478042306,1.6542304158357555,1.5596082991756495,-0.19918786415052714,-0.03640455284605413,-5.817064318954429e-05,-0.9430681114932336,-0.37798829540186274,-0.6147921253256022,0.23133198511422742,-0.23873501806463834,-0.04375221190446014,-0.1935331579338376,-0.4409400329692097,-0.494794208879323,-0.49043961738339387,0.5785621589496973,0.0,0.07517190763562318,1
1,Item5,0.322958718947865,0.4041180623283494,0.15039633316842504,-0.14450339092255043,0.5021401964264524,-0.21318806230001708,-0.16467740022970231,-0.16069571116112363,-0.540880901862959,-0.16055086267611557,-0.005086199270085618,-0.26778387803290205,1.1670269929817698,1.941569712599555,-0.9253227946181681,0.06868020076645873,0.11674544316906384,0.08696399425329078,0.007776985861768228,-1.3103424862289412,-0.6147921253256022,0.23133198511422742,-0.23231533545012423,-0.043749605042973705,-0.19362006963966658,-0.4411259617886827,-0.4947791016230721,-0.4904879295579844,0.5785835558888588,0.0,0.6864317344232194,1
1,Item6,0.37509783183327744,-0.11296918139344997,0.14087915989259872,0.22238712595687798,0.4685588668484835,0.11493378556738544,-0.15259657268761848,-0.07809133222465556,-0.8088875527569152,-0.30548867023565385,0.009668386024205087,-0.24501464228370365,1.0931354928901877,0.18227507943078644,-1.1341310506141322,-0.5485809923031174,-0.046195697934978235,-0.041373995187869654,-1.040063931799265,-0.9432920935727148,-0.6147921253256022,0.23133198511422742,-0.2776321463429068,-0.043736609667573444,-0.193653920601595,-0.4408064179836969,-0.4947707172717319,-0.49034203171292257,0.5785833343995478,0.0,-0.5563846929697458,1
1,Item7,-0.07832416143769293,-0.33670385129562946,0.13766232028280886,-0.5808458533702235,0.36658293209421927,-0.8648942831110835,-0.10737518115272579,-0.13658584138089921,-0.7776478016377424,-0.5822581942545254,0.084872916971881,-0.1645253108885918,1.247846379926371,3.6322996225521043,3.0920856245344037,-0.7465704315895851,-0.18953295377023732,-0.08451366112351497,-0.14757559887848906,-0.3362230387881458,-0.6147921253256022,0.23133198511422742,-0.4013611087377947,-0.04373089403188038,-0.19361040176934774,-0.44102313804988486,-0.49477816168771716,-0.4904477662312811,0.5785778003470883,0.0,-0.5468205483636234,1
1,Item8,-0.04846244031309281,1.8026618630398195,0.09609080414545451,0.9641449888429974,0.4621631360548529,0.4807901336188104,-0.17595109567600342,-0.2607734872117032,-0.7602759880640864,-0.3505102420730036,-0.033249916155895544,-0.26405372278459965,1.1983096714858974,1.3647244871836754,-0.6225624185061733,-0.33894511541156325,-0.036151558954634504,-0.0027543018917166916,0.3135563763528269,-0.36495270052691464,-0.6147921253256022,0.23133198511422742,-0.34343132096296664,-0.04373444673028275,-0.19370970543319668,-0.44086889651299527,-0.49474656005263323,-0.4903315547117123,0.578600320025601,0.0,-0.0032745828593634093,0
